sent_pair_1,sent_pair_2,tag
"Yet_CC ,_, compassion_NN is_VBZ the_DT work_NN of_IN a_DT nation_NN ,_, not_RB just_RB a_DT government_NN ._.
","And_CC some_DT needs_NNS and_CC hurts_VBZ are_VBP so_RB deep_JJ they_PRP will_MD only_RB respond_VB to_TO a_DT mentor_NN 's_POS touch_NN or_CC a_DT pastor_NN 's_POS prayer_NN ._.
",F
"And_CC some_DT needs_NNS and_CC hurts_VBZ are_VBP so_RB deep_JJ they_PRP will_MD only_RB respond_VB to_TO a_DT mentor_NN 's_POS touch_NN or_CC a_DT pastor_NN 's_POS prayer_NN ._.
","Church_NNP and_CC charity_NN ,_, synagogue_NN and_CC mosque_NN lend_VBP our_PRP$ communities_NNS their_PRP$ humanity_NN ,_, and_CC they_PRP will_MD have_VB an_DT honored_VBN place_NN in_IN our_PRP$ plans_NNS and_CC in_IN our_PRP$ laws_NNS ._.
",F
"Church_NNP and_CC charity_NN ,_, synagogue_NN and_CC mosque_NN lend_VBP our_PRP$ communities_NNS their_PRP$ humanity_NN ,_, and_CC they_PRP will_MD have_VB an_DT honored_VBN place_NN in_IN our_PRP$ plans_NNS and_CC in_IN our_PRP$ laws_NNS ._.
","Many_JJ in_IN our_PRP$ country_NN do_VBP not_RB know_VB the_DT pain_NN of_IN poverty_NN ._.
",F
"Many_JJ in_IN our_PRP$ country_NN do_VBP not_RB know_VB the_DT pain_NN of_IN poverty_NN ._.
","But_CC we_PRP can_MD listen_VB to_TO those_DT who_WP do_VBP ._.
",F
"But_CC we_PRP can_MD listen_VB to_TO those_DT who_WP do_VBP ._.
","And_CC I_PRP can_MD pledge_NN our_PRP$ Nation_NN to_TO a_DT goal_NN :_:
",F
"And_CC I_PRP can_MD pledge_NN our_PRP$ Nation_NN to_TO a_DT goal_NN :_:
"," When_WRB we_PRP see_VBP that_IN wounded_JJ traveler_NN on_IN the_DT road_NN to_TO Jericho_NNP ,_, we_PRP will_MD not_RB pass_VB to_TO the_DT other_JJ side_NN ._.
",F
" When_WRB we_PRP see_VBP that_IN wounded_JJ traveler_NN on_IN the_DT road_NN to_TO Jericho_NNP ,_, we_PRP will_MD not_RB pass_VB to_TO the_DT other_JJ side_NN ._.
","America_NNP at_IN its_PRP$ best_JJS is_VBZ a_DT place_NN where_WRB personal_JJ responsibility_NN is_VBZ valued_VBN and_CC expected_VBN ._.
",F
"America_NNP at_IN its_PRP$ best_JJS is_VBZ a_DT place_NN where_WRB personal_JJ responsibility_NN is_VBZ valued_VBN and_CC expected_VBN ._.
","Encouraging_VBG responsibility_NN is_VBZ not_RB a_DT search_NN for_IN scapegoats_NNS ;_:
",F
"Encouraging_VBG responsibility_NN is_VBZ not_RB a_DT search_NN for_IN scapegoats_NNS ;_:
"," it_PRP is_VBZ a_DT call_NN to_TO conscience_NN ._.
",F
" it_PRP is_VBZ a_DT call_NN to_TO conscience_NN ._.
","And_CC though_IN it_PRP requires_VBZ sacrifice_NN ,_, it_PRP brings_VBZ a_DT deeper_JJR fulfillment_NN ._.
",F
"And_CC though_IN it_PRP requires_VBZ sacrifice_NN ,_, it_PRP brings_VBZ a_DT deeper_JJR fulfillment_NN ._.
","We_PRP find_VBP the_DT fullness_NN of_IN life_NN not_RB only_RB in_IN options_NNS but_CC in_IN commitments_NNS ._.
",F
"We_PRP find_VBP the_DT fullness_NN of_IN life_NN not_RB only_RB in_IN options_NNS but_CC in_IN commitments_NNS ._.
","And_CC we_PRP find_VBP that_DT children_NNS and_CC community_NN are_VBP the_DT commitments_NNS that_WDT set_VBP us_PRP free_JJ ._.
",T
"And_CC we_PRP find_VBP that_DT children_NNS and_CC community_NN are_VBP the_DT commitments_NNS that_WDT set_VBP us_PRP free_JJ ._.
","Our_PRP$ public_JJ interest_NN depends_VBZ on_IN private_JJ character_NN ,_, on_IN civic_JJ duty_NN and_CC family_NN bonds_NNS and_CC basic_JJ fairness_NN ,_, on_IN uncounted_JJ ,_, unhonored_JJ acts_NNS of_IN decency_NN ,_, which_WDT give_VBP direction_NN to_TO our_PRP$ freedom_NN ._.
",F
"Our_PRP$ public_JJ interest_NN depends_VBZ on_IN private_JJ character_NN ,_, on_IN civic_JJ duty_NN and_CC family_NN bonds_NNS and_CC basic_JJ fairness_NN ,_, on_IN uncounted_JJ ,_, unhonored_JJ acts_NNS of_IN decency_NN ,_, which_WDT give_VBP direction_NN to_TO our_PRP$ freedom_NN ._.
","Sometimes_RB in_IN life_NN we_PRP 're_VBP called_VBN to_TO do_VB great_JJ things_NNS ._.
",F
"Sometimes_RB in_IN life_NN we_PRP 're_VBP called_VBN to_TO do_VB great_JJ things_NNS ._.
","But_CC as_IN a_DT saint_NN of_IN our_PRP$ times_NNS has_VBZ said_VBN ,_, ``_`` Every_DT day_NN we_PRP are_VBP called_VBN to_TO do_VB small_JJ things_NNS with_IN great_JJ love_NN ._.
",F
"But_CC as_IN a_DT saint_NN of_IN our_PRP$ times_NNS has_VBZ said_VBN ,_, ``_`` Every_DT day_NN we_PRP are_VBP called_VBN to_TO do_VB small_JJ things_NNS with_IN great_JJ love_NN ._.
","''_'' The_DT most_RBS important_JJ tasks_NNS of_IN a_DT democracy_NN are_VBP done_VBN by_IN everyone_NN ._.
",F
"''_'' The_DT most_RBS important_JJ tasks_NNS of_IN a_DT democracy_NN are_VBP done_VBN by_IN everyone_NN ._.
","I_PRP will_MD live_VB and_CC lead_VB by_IN these_DT principles_NNS :_:
",F
"I_PRP will_MD live_VB and_CC lead_VB by_IN these_DT principles_NNS :_:
"," to_TO advance_VB my_PRP$ convictions_NNS with_IN civility_NN ,_, to_TO serve_VB the_DT public_JJ interest_NN with_IN courage_NN ,_, to_TO speak_VB for_IN greater_JJR justice_NN and_CC compassion_NN ,_, to_TO call_VB for_IN responsibility_NN and_CC try_VB to_TO live_VB it_PRP ,_, as_RB well_RB ._.
",F
" to_TO advance_VB my_PRP$ convictions_NNS with_IN civility_NN ,_, to_TO serve_VB the_DT public_JJ interest_NN with_IN courage_NN ,_, to_TO speak_VB for_IN greater_JJR justice_NN and_CC compassion_NN ,_, to_TO call_VB for_IN responsibility_NN and_CC try_VB to_TO live_VB it_PRP ,_, as_RB well_RB ._.
","In_IN all_DT these_DT ways_NNS ,_, I_PRP will_MD bring_VB the_DT values_NNS of_IN our_PRP$ history_NN to_TO the_DT care_NN of_IN our_PRP$ times_NNS ._.
",F
"In_IN all_DT these_DT ways_NNS ,_, I_PRP will_MD bring_VB the_DT values_NNS of_IN our_PRP$ history_NN to_TO the_DT care_NN of_IN our_PRP$ times_NNS ._.
","What_WP you_PRP do_VBP is_VBZ as_RB important_JJ as_IN anything_NN Government_NN does_VBZ ._.
",F
"What_WP you_PRP do_VBP is_VBZ as_RB important_JJ as_IN anything_NN Government_NN does_VBZ ._.
","I_PRP ask_VBP you_PRP to_TO seek_VB a_DT common_JJ good_JJ beyond_IN your_PRP$ comfort_NN ,_, to_TO defend_VB needed_VBN reforms_NNS against_IN easy_JJ attacks_NNS ,_, to_TO serve_VB your_PRP$ Nation_NN ,_, beginning_VBG with_IN your_PRP$ neighbor_NN ._.
",F
"I_PRP ask_VBP you_PRP to_TO seek_VB a_DT common_JJ good_JJ beyond_IN your_PRP$ comfort_NN ,_, to_TO defend_VB needed_VBN reforms_NNS against_IN easy_JJ attacks_NNS ,_, to_TO serve_VB your_PRP$ Nation_NN ,_, beginning_VBG with_IN your_PRP$ neighbor_NN ._.
","I_PRP ask_VBP you_PRP to_TO be_VB citizens_NNS :_:
",T
"I_PRP ask_VBP you_PRP to_TO be_VB citizens_NNS :_:
"," Citizens_NNPS ,_, not_RB spectators_NNS ;_:
",F
" Citizens_NNPS ,_, not_RB spectators_NNS ;_:
"," citizens_NNS ,_, not_RB subjects_NNS ;_:
",T
" citizens_NNS ,_, not_RB subjects_NNS ;_:
"," responsible_JJ citizens_NNS building_VBG communities_NNS of_IN service_NN and_CC a_DT nation_NN of_IN character_NN ._.
",F
" responsible_JJ citizens_NNS building_VBG communities_NNS of_IN service_NN and_CC a_DT nation_NN of_IN character_NN ._.
","Americans_NNPS are_VBP generous_JJ and_CC strong_JJ and_CC decent_JJ ,_, not_RB because_IN we_PRP believe_VBP in_IN ourselves_PRP but_CC because_IN we_PRP hold_VBP beliefs_NNS beyond_IN ourselves_PRP ._.
",F
"Americans_NNPS are_VBP generous_JJ and_CC strong_JJ and_CC decent_JJ ,_, not_RB because_IN we_PRP believe_VBP in_IN ourselves_PRP but_CC because_IN we_PRP hold_VBP beliefs_NNS beyond_IN ourselves_PRP ._.
","When_WRB this_DT spirit_NN of_IN citizenship_NN is_VBZ missing_VBG ,_, no_DT Government_NN program_NN can_MD replace_VB it_PRP ._.
",F
"When_WRB this_DT spirit_NN of_IN citizenship_NN is_VBZ missing_VBG ,_, no_DT Government_NN program_NN can_MD replace_VB it_PRP ._.
","When_WRB this_DT spirit_NN is_VBZ present_JJ ,_, no_DT wrong_JJ can_MD stand_VB against_IN it_PRP ._.
",T
"When_WRB this_DT spirit_NN is_VBZ present_JJ ,_, no_DT wrong_JJ can_MD stand_VB against_IN it_PRP ._.
","After_IN the_DT Declaration_NN of_IN Independence_NN was_VBD signed_VBN ,_, Virginia_NNP statesman_NN John_NNP Page_NNP wrote_VBD to_TO Thomas_NNP Jefferson_NNP ,_, ``_`` We_PRP know_VBP the_DT race_NN is_VBZ not_RB to_TO the_DT swift_NN ,_, nor_CC the_DT battle_NN to_TO the_DT strong_JJ ._.
",F
"After_IN the_DT Declaration_NN of_IN Independence_NN was_VBD signed_VBN ,_, Virginia_NNP statesman_NN John_NNP Page_NNP wrote_VBD to_TO Thomas_NNP Jefferson_NNP ,_, ``_`` We_PRP know_VBP the_DT race_NN is_VBZ not_RB to_TO the_DT swift_NN ,_, nor_CC the_DT battle_NN to_TO the_DT strong_JJ ._.
","Do_VBP you_PRP not_RB think_VB an_DT angel_NN rides_NNS in_IN the_DT whirlwind_JJ and_CC directs_VBZ this_DT storm_NN ?_.
",F
"Do_VBP you_PRP not_RB think_VB an_DT angel_NN rides_NNS in_IN the_DT whirlwind_JJ and_CC directs_VBZ this_DT storm_NN ?_.
","''_'' Much_JJ time_NN has_VBZ passed_VBN since_IN Jefferson_NNP arrived_VBD for_IN his_PRP$ inauguration_NN ._.
",F
"''_'' Much_JJ time_NN has_VBZ passed_VBN since_IN Jefferson_NNP arrived_VBD for_IN his_PRP$ inauguration_NN ._.
","The_DT years_NNS and_CC changes_NNS accumulate_VBP ,_, but_CC the_DT themes_NNS of_IN this_DT day_NN ,_, he_PRP would_MD know_VB :_:
",F
"The_DT years_NNS and_CC changes_NNS accumulate_VBP ,_, but_CC the_DT themes_NNS of_IN this_DT day_NN ,_, he_PRP would_MD know_VB :_:
"," our_PRP$ Nation_NNP 's_POS grand_JJ story_NN of_IN courage_NN and_CC its_PRP$ simple_JJ dream_NN of_IN dignity_NN ._.
",F
" our_PRP$ Nation_NNP 's_POS grand_JJ story_NN of_IN courage_NN and_CC its_PRP$ simple_JJ dream_NN of_IN dignity_NN ._.
","We_PRP are_VBP not_RB this_DT story_NN 's_POS author_NN ,_, who_WP fills_VBZ time_NN and_CC eternity_NN with_IN his_PRP$ purpose_NN ._.
",F
"We_PRP are_VBP not_RB this_DT story_NN 's_POS author_NN ,_, who_WP fills_VBZ time_NN and_CC eternity_NN with_IN his_PRP$ purpose_NN ._.
","Yet_CC ,_, his_PRP$ purpose_NN is_VBZ achieved_VBN in_IN our_PRP$ duty_NN ._.
",T
"Yet_CC ,_, his_PRP$ purpose_NN is_VBZ achieved_VBN in_IN our_PRP$ duty_NN ._.
","And_CC our_PRP$ duty_NN is_VBZ fulfilled_VBN in_IN service_NN to_TO one_CD another_DT ._.
",T
"And_CC our_PRP$ duty_NN is_VBZ fulfilled_VBN in_IN service_NN to_TO one_CD another_DT ._.
","Never_RB tiring_VBG ,_, never_RB yielding_VBG ,_, never_RB finishing_VBG ,_, we_PRP renew_VBP that_IN purpose_NN today_NN ,_, to_TO make_VB our_PRP$ country_NN more_RBR just_RB and_CC generous_JJ ,_, to_TO affirm_VB the_DT dignity_NN of_IN our_PRP$ lives_NNS and_CC every_DT life_NN ._.
",F
"Never_RB tiring_VBG ,_, never_RB yielding_VBG ,_, never_RB finishing_VBG ,_, we_PRP renew_VBP that_IN purpose_NN today_NN ,_, to_TO make_VB our_PRP$ country_NN more_RBR just_RB and_CC generous_JJ ,_, to_TO affirm_VB the_DT dignity_NN of_IN our_PRP$ lives_NNS and_CC every_DT life_NN ._.
","This_DT work_NN continues_VBZ ,_, the_DT story_NN goes_VBZ on_IN ,_, and_CC an_DT angel_NN still_RB rides_NNS in_IN the_DT whirlwind_JJ and_CC directs_VBZ this_DT storm_NN ._.
",F
"This_DT work_NN continues_VBZ ,_, the_DT story_NN goes_VBZ on_IN ,_, and_CC an_DT angel_NN still_RB rides_NNS in_IN the_DT whirlwind_JJ and_CC directs_VBZ this_DT storm_NN ._.
","God_NNP bless_VB you_PRP all_DT ,_, and_CC God_NNP bless_VBP America_NNP ._.
",F
"My_PRP$ fellow_JJ citizens_NNS ,_, today_NN we_PRP celebrate_VBP the_DT mystery_NN of_IN American_JJ renewal_NN ._.
","This_DT ceremony_NN is_VBZ held_VBN in_IN the_DT depth_NN of_IN winter_NN ,_, but_CC by_IN the_DT words_NNS we_PRP speak_VBP and_CC the_DT faces_NNS we_PRP show_VBP the_DT world_NN ,_, we_PRP force_VBP the_DT spring_NN ,_, a_DT spring_NN reborn_JJ in_IN the_DT world_NN 's_POS oldest_JJS democracy_NN that_WDT brings_VBZ forth_RB the_DT vision_NN and_CC courage_NN to_TO reinvent_VB America_NNP ._.
",F
"This_DT ceremony_NN is_VBZ held_VBN in_IN the_DT depth_NN of_IN winter_NN ,_, but_CC by_IN the_DT words_NNS we_PRP speak_VBP and_CC the_DT faces_NNS we_PRP show_VBP the_DT world_NN ,_, we_PRP force_VBP the_DT spring_NN ,_, a_DT spring_NN reborn_JJ in_IN the_DT world_NN 's_POS oldest_JJS democracy_NN that_WDT brings_VBZ forth_RB the_DT vision_NN and_CC courage_NN to_TO reinvent_VB America_NNP ._.
","When_WRB our_PRP$ Founders_NNS boldly_RB declared_VBD America_NNP 's_POS independence_NN to_TO the_DT world_NN and_CC our_PRP$ purposes_NNS to_TO the_DT Almighty_NNP ,_, they_PRP knew_VBD that_IN America_NNP ,_, to_TO endure_VB ,_, would_MD have_VB to_TO change_VB ;_:
",F
"When_WRB our_PRP$ Founders_NNS boldly_RB declared_VBD America_NNP 's_POS independence_NN to_TO the_DT world_NN and_CC our_PRP$ purposes_NNS to_TO the_DT Almighty_NNP ,_, they_PRP knew_VBD that_IN America_NNP ,_, to_TO endure_VB ,_, would_MD have_VB to_TO change_VB ;_:
"," not_RB change_VB for_IN change_NN 's_POS sake_NN but_CC change_NN to_TO preserve_VB America_NNP 's_POS ideals_NNS :_:
",F
" not_RB change_VB for_IN change_NN 's_POS sake_NN but_CC change_NN to_TO preserve_VB America_NNP 's_POS ideals_NNS :_:
"," life_NN ,_, liberty_NN ,_, the_DT pursuit_NN of_IN happiness_NN ._.
",F
" life_NN ,_, liberty_NN ,_, the_DT pursuit_NN of_IN happiness_NN ._.
","Though_IN we_PRP marched_VBD to_TO the_DT music_NN of_IN our_PRP$ time_NN ,_, our_PRP$ mission_NN is_VBZ timeless_JJ ._.
",F
"Though_IN we_PRP marched_VBD to_TO the_DT music_NN of_IN our_PRP$ time_NN ,_, our_PRP$ mission_NN is_VBZ timeless_JJ ._.
","Each_DT generation_NN of_IN Americans_NNPS must_MD define_VB what_WP it_PRP means_VBZ to_TO be_VB an_DT American_JJ ._.
",F
"Each_DT generation_NN of_IN Americans_NNPS must_MD define_VB what_WP it_PRP means_VBZ to_TO be_VB an_DT American_JJ ._.
","On_IN behalf_NN of_IN our_PRP$ Nation_NNP ,_, I_PRP salute_VBP my_PRP$ predecessor_NN ,_, President_NNP Bush_NNP ,_, for_IN his_PRP$ half-century_NN of_IN service_NN to_TO America_NNP ._.
",F
"On_IN behalf_NN of_IN our_PRP$ Nation_NNP ,_, I_PRP salute_VBP my_PRP$ predecessor_NN ,_, President_NNP Bush_NNP ,_, for_IN his_PRP$ half-century_NN of_IN service_NN to_TO America_NNP ._.
","And_CC I_PRP thank_VBP the_DT millions_NNS of_IN men_NNS and_CC women_NNS whose_WP$ steadfastness_NN and_CC sacrifice_NN triumphed_VBD over_IN depression_NN ,_, fascism_NN ,_, and_CC communism_NN ._.
",F
"And_CC I_PRP thank_VBP the_DT millions_NNS of_IN men_NNS and_CC women_NNS whose_WP$ steadfastness_NN and_CC sacrifice_NN triumphed_VBD over_IN depression_NN ,_, fascism_NN ,_, and_CC communism_NN ._.
","Today_NN ,_, a_DT generation_NN raised_VBN in_IN the_DT shadows_NNS of_IN the_DT cold_JJ war_NN assumes_VBZ new_JJ responsibilities_NNS in_IN a_DT world_NN warmed_VBN by_IN the_DT sunshine_NN of_IN freedom_NN but_CC threatened_VBD still_RB by_IN ancient_JJ hatreds_NNS and_CC new_JJ plagues_NNS ._.
",F
"Today_NN ,_, a_DT generation_NN raised_VBN in_IN the_DT shadows_NNS of_IN the_DT cold_JJ war_NN assumes_VBZ new_JJ responsibilities_NNS in_IN a_DT world_NN warmed_VBN by_IN the_DT sunshine_NN of_IN freedom_NN but_CC threatened_VBD still_RB by_IN ancient_JJ hatreds_NNS and_CC new_JJ plagues_NNS ._.
","Raised_VBN in_IN unrivaled_JJ prosperity_NN ,_, we_PRP inherit_VBP an_DT economy_NN that_WDT is_VBZ still_RB the_DT world_NN 's_POS strongest_JJS but_CC is_VBZ weakened_VBN by_IN business_NN failures_NNS ,_, stagnant_JJ wages_NNS ,_, increasing_VBG inequality_NN ,_, and_CC deep_JJ divisions_NNS among_IN our_PRP$ own_JJ people_NNS ._.
",F
"Raised_VBN in_IN unrivaled_JJ prosperity_NN ,_, we_PRP inherit_VBP an_DT economy_NN that_WDT is_VBZ still_RB the_DT world_NN 's_POS strongest_JJS but_CC is_VBZ weakened_VBN by_IN business_NN failures_NNS ,_, stagnant_JJ wages_NNS ,_, increasing_VBG inequality_NN ,_, and_CC deep_JJ divisions_NNS among_IN our_PRP$ own_JJ people_NNS ._.
","When_WRB George_NNP Washington_NNP first_RB took_VBD the_DT oath_NN I_PRP have_VBP just_RB sworn_VBN to_TO uphold_VB ,_, news_NN traveled_VBD slowly_RB across_IN the_DT land_NN by_IN horseback_NN and_CC across_IN the_DT ocean_NN by_IN boat_NN ._.
",F
"When_WRB George_NNP Washington_NNP first_RB took_VBD the_DT oath_NN I_PRP have_VBP just_RB sworn_VBN to_TO uphold_VB ,_, news_NN traveled_VBD slowly_RB across_IN the_DT land_NN by_IN horseback_NN and_CC across_IN the_DT ocean_NN by_IN boat_NN ._.
","Now_RB ,_, the_DT sights_NNS and_CC sounds_NNS of_IN this_DT ceremony_NN are_VBP broadcast_VBN instantaneously_RB to_TO billions_NNS around_IN the_DT world_NN ._.
",F
"Now_RB ,_, the_DT sights_NNS and_CC sounds_NNS of_IN this_DT ceremony_NN are_VBP broadcast_VBN instantaneously_RB to_TO billions_NNS around_IN the_DT world_NN ._.
","Communications_NNPS and_CC commerce_NN are_VBP global_JJ ._.
",F
"Communications_NNPS and_CC commerce_NN are_VBP global_JJ ._.
","Investment_NNP is_VBZ mobile_JJ ._.
",T
"Investment_NNP is_VBZ mobile_JJ ._.
","Technology_NNP is_VBZ almost_RB magical_JJ ._.
",T
"Technology_NNP is_VBZ almost_RB magical_JJ ._.
","And_CC ambition_NN for_IN a_DT better_JJR life_NN is_VBZ now_RB universal_JJ ._.
",T
"And_CC ambition_NN for_IN a_DT better_JJR life_NN is_VBZ now_RB universal_JJ ._.
","We_PRP earn_VBP our_PRP$ livelihood_NN in_IN America_NNP today_NN in_IN peaceful_JJ competition_NN with_IN people_NNS all_DT across_IN the_DT Earth_NNP ._.
",F
"We_PRP earn_VBP our_PRP$ livelihood_NN in_IN America_NNP today_NN in_IN peaceful_JJ competition_NN with_IN people_NNS all_DT across_IN the_DT Earth_NNP ._.
","Profound_NNP and_CC powerful_JJ forces_NNS are_VBP shaking_VBG and_CC remaking_VBG our_PRP$ world_NN ._.
",F
"Profound_NNP and_CC powerful_JJ forces_NNS are_VBP shaking_VBG and_CC remaking_VBG our_PRP$ world_NN ._.
","And_CC the_DT urgent_JJ question_NN of_IN our_PRP$ time_NN is_VBZ whether_IN we_PRP can_MD make_VB change_VB our_PRP$ friend_NN and_CC not_RB our_PRP$ enemy_NN ._.
",F
"And_CC the_DT urgent_JJ question_NN of_IN our_PRP$ time_NN is_VBZ whether_IN we_PRP can_MD make_VB change_VB our_PRP$ friend_NN and_CC not_RB our_PRP$ enemy_NN ._.
","This_DT new_JJ world_NN has_VBZ already_RB enriched_VBN the_DT lives_NNS of_IN millions_NNS of_IN Americans_NNPS who_WP are_VBP able_JJ to_TO compete_VB and_CC win_VB in_IN it_PRP ._.
",F
"This_DT new_JJ world_NN has_VBZ already_RB enriched_VBN the_DT lives_NNS of_IN millions_NNS of_IN Americans_NNPS who_WP are_VBP able_JJ to_TO compete_VB and_CC win_VB in_IN it_PRP ._.
","But_CC when_WRB most_JJS people_NNS are_VBP working_VBG harder_RBR for_IN less_JJR ;_:
",F
"But_CC when_WRB most_JJS people_NNS are_VBP working_VBG harder_RBR for_IN less_JJR ;_:
"," when_WRB others_NNS can_MD not_RB work_VB at_IN all_DT ;_:
",T
" when_WRB others_NNS can_MD not_RB work_VB at_IN all_DT ;_:
"," when_WRB the_DT cost_NN of_IN health_NN care_NN devastates_VBZ families_NNS and_CC threatens_VBZ to_TO bankrupt_VB our_PRP$ enterprises_NNS ,_, great_JJ and_CC small_JJ ;_:
",F
" when_WRB the_DT cost_NN of_IN health_NN care_NN devastates_VBZ families_NNS and_CC threatens_VBZ to_TO bankrupt_VB our_PRP$ enterprises_NNS ,_, great_JJ and_CC small_JJ ;_:
"," when_WRB the_DT fear_NN of_IN crime_NN robs_VBZ law-abiding_JJ citizens_NNS of_IN their_PRP$ freedom_NN ;_:
",T
" when_WRB the_DT fear_NN of_IN crime_NN robs_VBZ law-abiding_JJ citizens_NNS of_IN their_PRP$ freedom_NN ;_:
"," and_CC when_WRB millions_NNS of_IN poor_JJ children_NNS can_MD not_RB even_RB imagine_VB the_DT lives_NNS we_PRP are_VBP calling_VBG them_PRP to_TO lead_VB ,_, we_PRP have_VBP not_RB made_VBN change_NN our_PRP$ friend_NN ._.
",F
" and_CC when_WRB millions_NNS of_IN poor_JJ children_NNS can_MD not_RB even_RB imagine_VB the_DT lives_NNS we_PRP are_VBP calling_VBG them_PRP to_TO lead_VB ,_, we_PRP have_VBP not_RB made_VBN change_NN our_PRP$ friend_NN ._.
","We_PRP know_VBP we_PRP have_VBP to_TO face_VB hard_JJ truths_NNS and_CC take_VB strong_JJ steps_NNS ,_, but_CC we_PRP have_VBP not_RB done_VBN so_RB ;_:
",F
"We_PRP know_VBP we_PRP have_VBP to_TO face_VB hard_JJ truths_NNS and_CC take_VB strong_JJ steps_NNS ,_, but_CC we_PRP have_VBP not_RB done_VBN so_RB ;_:
"," instead_RB ,_, we_PRP have_VBP drifted_VBN ._.
",T
" instead_RB ,_, we_PRP have_VBP drifted_VBN ._.
","And_CC that_IN drifting_VBG has_VBZ eroded_VBN our_PRP$ resources_NNS ,_, fractured_VBD our_PRP$ economy_NN ,_, and_CC shaken_VBN our_PRP$ confidence_NN ._.
",F
"And_CC that_IN drifting_VBG has_VBZ eroded_VBN our_PRP$ resources_NNS ,_, fractured_VBD our_PRP$ economy_NN ,_, and_CC shaken_VBN our_PRP$ confidence_NN ._.
","Though_IN our_PRP$ challenges_NNS are_VBP fearsome_JJ ,_, so_RB are_VBP our_PRP$ strengths_NNS ._.
",F
"Though_IN our_PRP$ challenges_NNS are_VBP fearsome_JJ ,_, so_RB are_VBP our_PRP$ strengths_NNS ._.
","Americans_NNPS have_VBP ever_RB been_VBN a_DT restless_JJ ,_, questing_JJ ,_, hopeful_JJ people_NNS ._.
",F
"Americans_NNPS have_VBP ever_RB been_VBN a_DT restless_JJ ,_, questing_JJ ,_, hopeful_JJ people_NNS ._.
","And_CC we_PRP must_MD bring_VB to_TO our_PRP$ task_NN today_NN the_DT vision_NN and_CC will_MD of_IN those_DT who_WP came_VBD before_IN us_PRP ._.
",F
"And_CC we_PRP must_MD bring_VB to_TO our_PRP$ task_NN today_NN the_DT vision_NN and_CC will_MD of_IN those_DT who_WP came_VBD before_IN us_PRP ._.
","From_IN our_PRP$ Revolution_NN to_TO the_DT Civil_JJ War_NN ,_, to_TO the_DT Great_NNP Depression_NNP ,_, to_TO the_DT civil_JJ rights_NNS movement_NN ,_, our_PRP$ people_NNS have_VBP always_RB mustered_VBN the_DT determination_NN to_TO construct_VB from_IN these_DT crises_NNS the_DT pillars_NNS of_IN our_PRP$ history_NN ._.
",F
"From_IN our_PRP$ Revolution_NN to_TO the_DT Civil_JJ War_NN ,_, to_TO the_DT Great_NNP Depression_NNP ,_, to_TO the_DT civil_JJ rights_NNS movement_NN ,_, our_PRP$ people_NNS have_VBP always_RB mustered_VBN the_DT determination_NN to_TO construct_VB from_IN these_DT crises_NNS the_DT pillars_NNS of_IN our_PRP$ history_NN ._.
","Thomas_NNP Jefferson_NNP believed_VBD that_IN to_TO preserve_VB the_DT very_RB foundations_NNS of_IN our_PRP$ Nation_NNP ,_, we_PRP would_MD need_VB dramatic_JJ change_NN from_IN time_NN to_TO time_NN ._.
",F
"Thomas_NNP Jefferson_NNP believed_VBD that_IN to_TO preserve_VB the_DT very_RB foundations_NNS of_IN our_PRP$ Nation_NNP ,_, we_PRP would_MD need_VB dramatic_JJ change_NN from_IN time_NN to_TO time_NN ._.
","Well_UH ,_, my_PRP$ fellow_JJ Americans_NNPS ,_, this_DT is_VBZ our_PRP$ time_NN ._.
",F
"Well_UH ,_, my_PRP$ fellow_JJ Americans_NNPS ,_, this_DT is_VBZ our_PRP$ time_NN ._.
","Let_VB us_PRP embrace_VB it_PRP ._.
",F
"Let_VB us_PRP embrace_VB it_PRP ._.
","Our_PRP$ democracy_NN must_MD be_VB not_RB only_RB the_DT envy_NN of_IN the_DT world_NN but_CC the_DT engine_NN of_IN our_PRP$ own_JJ renewal_NN ._.
",F
"Our_PRP$ democracy_NN must_MD be_VB not_RB only_RB the_DT envy_NN of_IN the_DT world_NN but_CC the_DT engine_NN of_IN our_PRP$ own_JJ renewal_NN ._.
","There_EX is_VBZ nothing_NN wrong_JJ with_IN America_NNP that_WDT can_MD not_RB be_VB cured_VBN by_IN what_WP is_VBZ right_JJ with_IN America_NNP ._.
",F
"There_EX is_VBZ nothing_NN wrong_JJ with_IN America_NNP that_WDT can_MD not_RB be_VB cured_VBN by_IN what_WP is_VBZ right_JJ with_IN America_NNP ._.
","And_CC so_RB today_NN we_PRP pledge_NN an_DT end_NN to_TO the_DT era_NN of_IN deadlock_NN and_CC drift_NN ,_, and_CC a_DT new_JJ season_NN of_IN American_JJ renewal_NN has_VBZ begun_VBN ._.
",F
"And_CC so_RB today_NN we_PRP pledge_NN an_DT end_NN to_TO the_DT era_NN of_IN deadlock_NN and_CC drift_NN ,_, and_CC a_DT new_JJ season_NN of_IN American_JJ renewal_NN has_VBZ begun_VBN ._.
","To_TO renew_VB America_NNP ,_, we_PRP must_MD be_VB bold_JJ ._.
",F
"To_TO renew_VB America_NNP ,_, we_PRP must_MD be_VB bold_JJ ._.
","We_PRP must_MD do_VB what_WP no_DT generation_NN has_VBZ had_VBN to_TO do_VB before_RB ._.
",T
